name,exp_id,run_id,Accuracy,AbsLoss,SignedLoss,A_Value_Variance,A_Value_Ex,A_Value_Smooth,DDPG_Version,buffer.m,env.U_2,ddpg.tau_decay,env.b,env.mu,env.sigma,general_settings.max_episodes,ddpg.noise_scale,env.dt
More Multiple Env and Tau ,1,00f94521609c4d5da76639a1f6bbb0d0,0.96446329,0.017005967,-0.017005967,7.31438E-05,0.478546462,0.461540495,ShockBuffer,8,np.log,linear,8.127427832,0.455049694,0.975140869,10000,1,0.2
More Multiple Env and Tau ,1,01b94cda07774593b67db062692825b0,0.906304423,0.053947103,0.053947103,0.00011253,0.575770004,0.629717107,DDPG,8,np.log,none,4.014634612,0.28475816,0.703256202,10000,1,0.2
More Multiple Env and Tau ,1,0219d447f4d7479587a9a61970134afa,0.985890485,0.019474092,-0.019474092,7.75219E-05,1.380209928,1.360735835,ShockBuffer,8,np.log,linear,-0.920993036,0.375250341,0.521420347,10000,1,0.2
More Multiple Env and Tau ,1,064eeb615c5c4192b2abc979a5b6ddbe,0.827873003,0.061200481,-0.061200481,5.39318E-05,0.355554226,0.294353744,ShockBuffer,8,np.log,linear,-0.169283381,0.049222764,0.372074645,10000,1,0.2
More Multiple Env and Tau ,1,0804381fc70c41ee90f1766c30404a4b,0.975711968,0.037227001,0.037227001,0.000887573,1.532730241,1.569957242,ShockBuffer,8,np.log,linear,-0.680905212,0.26605024,0.416628489,10000,1,0.2
More Multiple Env and Tau ,1,0ba23a4de4cc423485230181adeded99,0.836804814,0.009589372,-0.009589372,0.000500507,0.058760141,0.049170769,DDPG,8,np.log,linear,0.809664973,0.049917934,0.921694264,10000,1,0.2
More Multiple Env and Tau ,1,0c1b808b634c43c691c95d846f429205,0.844791703,0.126928228,0.126928228,0.020706275,0.817792799,0.944721026,ShockBuffer,8,np.log,none,-0.921095999,0.454081876,0.745152981,10000,1,0.2
More Multiple Env and Tau ,1,14a9a554fc3d4b6d9fe5aab730936161,0.966982428,0.019791084,-0.019791084,0.004808341,0.59941064,0.579619555,ShockBuffer,8,np.log,none,3.354254679,0.043029077,0.267928424,10000,1,0.2
More Multiple Env and Tau ,1,15f54442dfac4f0a86675a6ff8603fd7,0.994178118,0.00240516,0.00240516,1.80311E-05,0.413124248,0.415529409,ShockBuffer,8,np.log,linear,1.633073326,0.364106461,0.938801662,10000,1,0.2
More Multiple Env and Tau ,1,170a8e0881db430eb6a04e3d1f203738,0.983438936,0.012772418,0.012772418,0.000524826,0.77123173,0.784004148,ShockBuffer,8,np.log,linear,1.828278282,0.22867689,0.544526091,10000,1,0.2
More Multiple Env and Tau ,1,176b879d979a468882b34a1a76f01929,0.985749367,0.003791724,0.003791724,0.000394349,0.266074093,0.269865817,ShockBuffer,8,np.log,none,2.894373817,0.233960274,0.93771263,10000,1,0.2
More Multiple Env and Tau ,1,17f31eddc7f84a299622699b87b28155,0.989983527,0.003604972,0.003604972,0.000464764,0.359904354,0.363509326,ShockBuffer,8,np.log,none,-3.452787669,0.300128252,0.913187355,10000,1,0.2
More Multiple Env and Tau ,1,19e20475508c4d578d051bcaca430f99,0.993480987,0.007711628,0.007711628,0.00050907,1.18294403,1.190655658,ShockBuffer,8,np.log,linear,-0.386701951,0.432156258,0.604419274,10000,1,0.2
More Multiple Env and Tau ,1,1cdf19eb600141eda0795fd38b29ca36,0.953744812,0.012001868,0.012001868,9.74016E-05,0.259470751,0.27147262,DDPG,8,np.log,none,0.730979503,0.250281268,0.982132242,10000,1,0.2
More Multiple Env and Tau ,1,1fcafa1b343a421185724a6450f72627,0.765162911,0.097016896,0.097016896,0.000452566,0.413124248,0.510141144,DDPG,8,np.log,none,1.633073326,0.364106461,0.938801662,10000,1,0.2
More Multiple Env and Tau ,1,200e734459d24e679a1b931cf086a63f,0.996100152,0.001312169,-0.001312169,3.08434E-05,0.336466621,0.335154453,ShockBuffer,8,np.log,linear,-0.239748549,0.140371361,0.645904427,10000,1,0.2
More Multiple Env and Tau ,1,20dde5568a64441aaac3525f55a6b218,0.95289785,0.01229888,0.01229888,5.86475E-05,0.261110795,0.273409675,ShockBuffer,8,np.log,linear,0.662001896,0.149865987,0.757598535,10000,1,0.2
More Multiple Env and Tau ,1,2114e30b0d1c416683449847d744f7ff,0.931244284,0.041212907,-0.041212907,0.000205326,0.59941064,0.558197732,ShockBuffer,8,np.log,linear,3.354254679,0.043029077,0.267928424,10000,1,0.2
More Multiple Env and Tau ,1,2135b19a689d43df959be8abc269e6de,0.795755879,0.012001413,0.012001413,9.24776E-05,0.058760141,0.070761555,ShockBuffer,8,np.log,linear,0.809664973,0.049917934,0.921694264,10000,1,0.2
More Multiple Env and Tau ,1,21dc39b4fbe24942b49c6d1b02f7d231,0.747748922,0.143969106,0.143969106,0.001900439,0.570737328,0.714706434,DDPG,8,np.log,none,0.045772242,0.201529756,0.594225727,10000,1,0.2
More Multiple Env and Tau ,1,22e313435fe343a596ab010a1f87f842,0.747990449,0.084792802,-0.084792802,0.001706883,0.336466621,0.251673819,DDPG,8,np.log,none,-0.239748549,0.140371361,0.645904427,10000,1,0.2
More Multiple Env and Tau ,1,28450b38e9a04ed29b0eca6efbc61ca6,0.996749805,0.001342735,0.001342735,0.000312974,0.413124248,0.414466983,ShockBuffer,8,np.log,none,1.633073326,0.364106461,0.938801662,10000,1,0.2
More Multiple Env and Tau ,1,28a560645c334abc841b3e26d9c111f2,0.855362038,0.064043465,-0.064043465,0.000191498,0.442784619,0.378741154,DDPG,8,np.log,linear,1.523920743,0.219094262,0.703427332,10000,1,0.2
More Multiple Env and Tau ,1,2b5847770adf47c88df9fddc37f61a48,0.948335513,0.013746581,-0.013746581,1.03558E-06,0.266074093,0.252327512,ShockBuffer,8,np.log,linear,2.894373817,0.233960274,0.93771263,10000,1,0.2
More Multiple Env and Tau ,1,2c46288c00f84bea83955b86814859b5,0.829007373,0.003922543,0.003922543,1.95704E-05,0.022939837,0.02686238,DDPG,8,np.log,linear,0.947277488,0.014810912,0.803518248,10000,1,0.2
More Multiple Env and Tau ,1,2d4dfe3431884843b2715faba607711c,0.850285294,0.071645443,0.071645443,6.59496E-05,0.478546462,0.550191904,DDPG,8,np.log,linear,8.127427832,0.455049694,0.975140869,10000,1,0.2
More Multiple Env and Tau ,1,2d8e7effe4e24798be5f94a38225e2a9,0.657856761,0.060813869,-0.060813869,0.040210385,0.177743886,0.116930017,DDPG,8,np.log,none,1.382852025,0.100458941,0.751790724,10000,1,0.2
More Multiple Env and Tau ,1,3706c525bafe47cca2693f3e94082e6d,0.979063171,0.012054798,0.012054798,1.96621E-05,0.575770004,0.587824802,ShockBuffer,8,np.log,linear,4.014634612,0.28475816,0.703256202,10000,1,0.2
More Multiple Env and Tau ,1,3bbaab6eadc246dea334e576356aef78,0.6576362,0.401661036,0.401661036,0.02562165,1.173199492,1.574860528,DDPG,8,np.log,linear,2.901092278,0.273958547,0.483232899,10000,1,0.2
More Multiple Env and Tau ,1,3f0e55b9998f44f7809aced9d64bdbfb,0.942059706,0.010961571,-0.010961571,8.64987E-08,0.189187358,0.178225787,DDPG,8,np.log,linear,-1.394038159,0.136743087,0.850171679,10000,1,0.2
More Multiple Env and Tau ,1,409241d5d31c4186b2a71a9268cba342,0.934136052,0.043577444,-0.043577444,5.19261E-05,0.661628173,0.618050729,ShockBuffer,8,np.log,linear,6.634392539,0.196603398,0.545115479,10000,1,0.2
More Multiple Env and Tau ,1,41b4e38952d843118bee9279c819f906,0.935434076,0.04979529,-0.04979529,0.001726642,0.77123173,0.721436441,DDPG,8,np.log,linear,1.828278282,0.22867689,0.544526091,10000,1,0.2
More Multiple Env and Tau ,1,427a7c0101e846f095d81113ad60fa35,0.992512972,0.001584793,-0.001584793,8.20389E-05,0.211671784,0.210086992,DDPG,8,np.log,none,1.310646387,0.067699144,0.5655358,10000,1,0.2
More Multiple Env and Tau ,1,43763040659e4da9b3e291bc2e0c7652,0.858445136,0.084849492,-0.084849492,1.35751E-06,0.59941064,0.514561148,DDPG,8,np.log,linear,3.354254679,0.043029077,0.267928424,10000,1,0.2
More Multiple Env and Tau ,1,439efd9642c1426da4e034e9add353f4,0.798016954,0.072694578,-0.072694578,1.262E-05,0.359904354,0.287209777,DDPG,8,np.log,linear,-3.452787669,0.300128252,0.913187355,10000,1,0.2
More Multiple Env and Tau ,1,44bb8fa6b75245b7a30a0f376a65350c,0.986645976,0.020468117,0.020468117,0.000799684,1.532730241,1.553198358,DDPG,8,np.log,none,-0.680905212,0.26605024,0.416628489,10000,1,0.2
More Multiple Env and Tau ,1,468ddfab6c934217bff8d044264edb98,0.86512564,0.092110657,0.092110657,0.001472057,0.682936755,0.775047413,DDPG,8,np.log,none,-0.083642987,0.199604661,0.540623719,10000,1,0.2
More Multiple Env and Tau ,1,48e4993cebea4af79a0f81e04c42b785,0.888899557,0.049193567,0.049193567,8.33791E-05,0.442784619,0.491978187,ShockBuffer,8,np.log,linear,1.523920743,0.219094262,0.703427332,10000,1,0.2
More Multiple Env and Tau ,1,4b7ff1a1480c4e3ab509d56eec57ca87,0.729875892,0.319541701,-0.319541701,0.001600963,1.18294403,0.863402329,DDPG,8,np.log,none,-0.386701951,0.432156258,0.604419274,10000,1,0.2
More Multiple Env and Tau ,1,559b9ba67df54eaabc8d02c8296c3f6f,0.818412259,0.038437001,-0.038437001,1.28632E-05,0.211671784,0.173234783,ShockBuffer,8,np.log,linear,1.310646387,0.067699144,0.5655358,10000,1,0.2
More Multiple Env and Tau ,1,613555906c7b4aec9964243ed2eaa8d9,0.955294923,0.011672978,-0.011672978,0.000361416,0.261110795,0.249437817,ShockBuffer,8,np.log,none,0.662001896,0.149865987,0.757598535,10000,1,0.2
More Multiple Env and Tau ,1,616174cac24346f3ae9a86e5eb6c0a3c,0.213808502,0.018035105,0.018035105,0.001073714,0.022939837,0.040974942,ShockBuffer,8,np.log,none,0.947277488,0.014810912,0.803518248,10000,1,0.2
More Multiple Env and Tau ,1,619bd2181c074decb3dd6ec0a2704a19,0.568514832,0.111957781,0.111957781,0.000365736,0.259470751,0.371428532,DDPG,8,np.log,linear,0.730979503,0.250281268,0.982132242,10000,1,0.2
More Multiple Env and Tau ,1,628a2ecdbf4440aab816cc0a942058d8,0.995120352,0.002015901,-0.002015901,5.23366E-06,0.413124248,0.411108347,DDPG,8,np.log,linear,1.633073326,0.364106461,0.938801662,10000,1,0.2
More Multiple Env and Tau ,1,63b6588fba22495a8ef5c5abd2e98caa,0.949907387,0.04830633,0.04830633,0.000207756,0.964340387,1.012646716,ShockBuffer,8,np.log,linear,-4.602727336,0.24102624,0.499938963,10000,1,0.2
More Multiple Env and Tau ,1,63b8a0631a1848d0a44cfd2d1895049c,0.907880211,0.033154313,0.033154313,5.08351E-05,0.359904354,0.393058667,ShockBuffer,8,np.log,linear,-3.452787669,0.300128252,0.913187355,10000,1,0.2
More Multiple Env and Tau ,1,6a84e94f43e046dda4f67f43e5213394,0.946241874,0.030952316,0.030952316,0.003137714,0.575770004,0.60672232,ShockBuffer,8,np.log,none,4.014634612,0.28475816,0.703256202,10000,1,0.2
More Multiple Env and Tau ,1,6b0f10f9cb384650955342d8ccdfb5be,0.954586465,0.254868421,0.254868421,5.532735588,5.612168675,5.867037096,DDPG,8,np.log,none,6.869811774,0.495906546,0.297258692,10000,1,0.2
More Multiple Env and Tau ,1,6d62f20dd8d7472c8da04195e91fccb8,0.897437342,0.018229885,0.018229885,0.000869066,0.177743886,0.195973771,ShockBuffer,8,np.log,none,1.382852025,0.100458941,0.751790724,10000,1,0.2
More Multiple Env and Tau ,1,6fc1d085703e4f6cbb48f6160764461d,0.89982347,0.036053969,-0.036053969,0.000214922,0.359904354,0.323850385,DDPG,8,np.log,none,-3.452787669,0.300128252,0.913187355,10000,1,0.2
More Multiple Env and Tau ,1,708247d12bfd4bdbaa3bbf0a2ccdb880,0.93381536,0.124143141,-0.124143141,0.001168045,1.875709239,1.751566098,ShockBuffer,8,np.log,linear,-2.786201818,0.412554043,0.468983609,10000,1,0.2
More Multiple Env and Tau ,1,72055c6c55d242f888d245095de601cc,0.325908934,0.656721633,0.656721633,0.009428606,0.97423281,1.630954443,DDPG,8,np.log,none,3.214763162,0.380878324,0.625261593,10000,1,0.2
More Multiple Env and Tau ,1,745634190fa149769ca9c9ef5c9add0f,0.96744832,0.00928345,-0.00928345,0.000524911,0.285191108,0.275907659,ShockBuffer,8,np.log,none,-4.248118592,0.212195503,0.862581416,10000,1,0.2
More Multiple Env and Tau ,1,75b66571609942d9b83fdc0faecef4f3,0.957423243,0.020374957,0.020374957,0.000328752,0.478546462,0.498921418,ShockBuffer,8,np.log,none,8.127427832,0.455049694,0.975140869,10000,1,0.2
More Multiple Env and Tau ,1,783a0c1ea5fa4d1abfd63ea921ca6b78,0.966978699,0.009512053,-0.009512053,2.1113E-05,0.288058106,0.278546052,DDPG,8,np.log,none,1.408802346,0.204884675,0.84336328,10000,1,0.2
More Multiple Env and Tau ,1,790c4b4035da4e5a82be2b77cdd47bec,0.510721869,0.028750052,0.028750052,0.000655903,0.058760141,0.087510194,ShockBuffer,8,np.log,none,0.809664973,0.049917934,0.921694264,10000,1,0.2
More Multiple Env and Tau ,1,83ea1d240d6e4c708439733b36fbcf0d,0.817738369,0.034481596,-0.034481596,0.000443845,0.189187358,0.154705761,ShockBuffer,8,np.log,none,-1.394038159,0.136743087,0.850171679,10000,1,0.2
More Multiple Env and Tau ,1,845f3ba55ab14cc6ba9344be2f7bdafa,0.986076323,0.00950899,-0.00950899,5.87997E-05,0.682936755,0.673427765,ShockBuffer,8,np.log,linear,-0.083642987,0.199604661,0.540623719,10000,1,0.2
More Multiple Env and Tau ,1,875f0fa512334384b22bf68bf660819e,0.847828631,0.091939061,-0.091939061,0.000168548,0.604181077,0.512242016,DDPG,8,np.log,none,1.713179322,0.43587175,0.849367818,10000,1,0.2
More Multiple Env and Tau ,1,87e9c72aa5494e3f8c9f6dfc9a214918,0.956524019,0.028764934,0.028764934,0.002911208,0.661628173,0.690393107,ShockBuffer,8,np.log,none,6.634392539,0.196603398,0.545115479,10000,1,0.2
More Multiple Env and Tau ,1,897c1aadf6164a2da9afdc84e4770cf2,0.923750188,0.067334362,0.067334362,0.001468794,0.883075783,0.950410145,ShockBuffer,8,np.log,linear,-1.14027834,0.467942826,0.727943059,10000,1,0.2
More Multiple Env and Tau ,1,8a619ca044d44f74a86771421e8a759c,0.984390494,0.018465172,0.018465172,0.002892919,1.18294403,1.201409202,ShockBuffer,8,np.log,none,-0.386701951,0.432156258,0.604419274,10000,1,0.2
More Multiple Env and Tau ,1,8bad191f81224fb09f5b1d92286da2a4,0.975989941,0.018517319,-0.018517319,0.004246493,0.77123173,0.752714411,ShockBuffer,8,np.log,none,1.828278282,0.22867689,0.544526091,10000,1,0.2
More Multiple Env and Tau ,1,91fa7b82ec224202bdf07a21edc2f561,0.711934314,0.172669637,-0.172669637,0.030417765,0.59941064,0.426741003,DDPG,8,np.log,none,3.354254679,0.043029077,0.267928424,10000,1,0.2
More Multiple Env and Tau ,1,950c35b2e35b45c3800400684adc2744,0.733061619,0.047446665,-0.047446665,2.61565E-06,0.177743886,0.130297221,DDPG,8,np.log,linear,1.382852025,0.100458941,0.751790724,10000,1,0.2
More Multiple Env and Tau ,1,952cc4cbe1284feea40c69afed0fdb88,0.942303662,0.088311698,-0.088311698,0.015900139,1.530629165,1.442317467,ShockBuffer,8,np.log,none,3.059097209,0.434091493,0.532544183,10000,1,0.2
More Multiple Env and Tau ,1,98bbfe14d0eb4261b19bacd535e84491,0.97864348,0.007593401,-0.007593401,0.00257783,0.355554226,0.347960824,ShockBuffer,8,np.log,none,-0.169283381,0.049222764,0.372074645,10000,1,0.2
More Multiple Env and Tau ,1,9acd9408989e41ec8bbd945beaa4faef,0.9728459,0.007821959,-0.007821959,8.16972E-05,0.288058106,0.280236147,ShockBuffer,8,np.log,linear,1.408802346,0.204884675,0.84336328,10000,1,0.2
More Multiple Env and Tau ,1,9baaa506e2724b8b932898b06d668680,0.865911503,0.035677475,-0.035677475,0.000231534,0.266074093,0.230396618,DDPG,8,np.log,none,2.894373817,0.233960274,0.93771263,10000,1,0.2
More Multiple Env and Tau ,1,9e568ac60709402dae9173d72dbc4e14,0.622615399,0.001552396,-0.001552396,1.12133E-05,0.004113564,0.002561168,DDPG,8,np.log,linear,1.013143955,0.003935222,0.978082497,10000,1,0.2
More Multiple Env and Tau ,1,9f9f6ca6a7e141f9a2d815fd7dae4c5e,0.968341709,0.024062074,0.024062074,0.000172191,0.760056002,0.784118076,ShockBuffer,8,np.log,linear,-6.311154153,0.262038346,0.587164281,10000,1,0.2
More Multiple Env and Tau ,1,a2ec5028a22748bba6122ec6817f50de,0.896087187,0.019658991,-0.019658991,0.012416744,0.189187358,0.169528367,DDPG,8,np.log,none,-1.394038159,0.136743087,0.850171679,10000,1,0.2
More Multiple Env and Tau ,1,a4119d0753ad4822b0cd1950b9bf27aa,0.971171693,0.005124055,-0.005124055,2.70475E-05,0.177743886,0.17261983,ShockBuffer,8,np.log,linear,1.382852025,0.100458941,0.751790724,10000,1,0.2
More Multiple Env and Tau ,1,a6e6d6afb0554fc3a1db920fc12301af,0.855313904,0.048682042,0.048682042,0.000703561,0.336466621,0.385148663,DDPG,8,np.log,linear,-0.239748549,0.140371361,0.645904427,10000,1,0.2
More Multiple Env and Tau ,1,a86ebf55428142e7a0e84f714ebb6632,0.965508502,0.022820547,-0.022820547,0.002440728,0.661628173,0.638807626,DDPG,8,np.log,none,6.634392539,0.196603398,0.545115479,10000,1,0.2
More Multiple Env and Tau ,1,aae14f17633847f7ad31e1bec9e781d5,0.789570993,0.060615781,-0.060615781,4.6852E-05,0.288058106,0.227442324,DDPG,8,np.log,linear,1.408802346,0.204884675,0.84336328,10000,1,0.2
More Multiple Env and Tau ,1,ab3af1b931404d7486c8bca7add55a65,0.962702092,0.010637032,0.010637032,0.00036631,0.285191108,0.29582814,DDPG,8,np.log,linear,-4.248118592,0.212195503,0.862581416,10000,1,0.2
More Multiple Env and Tau ,1,adb766ff579747d09841f66ece859a4f,0.977319847,0.010042423,0.010042423,0.000890818,0.442784619,0.452827042,ShockBuffer,8,np.log,none,1.523920743,0.219094262,0.703427332,10000,1,0.2
More Multiple Env and Tau ,1,b0c08daf6f3c4535979947cfee3a1189,0.742693966,0.073381393,-0.073381393,0.002153028,0.285191108,0.211809715,DDPG,8,np.log,none,-4.248118592,0.212195503,0.862581416,10000,1,0.2
More Multiple Env and Tau ,1,b1dce48497d64e4d9a8db2834b51bd82,0.693045181,0.080149217,0.080149217,0.003669569,0.261110795,0.341260012,DDPG,8,np.log,none,0.662001896,0.149865987,0.757598535,10000,1,0.2
More Multiple Env and Tau ,1,b2cc034574ab4e659315bce67b7c5f00,0.982486566,0.006226976,0.006226976,0.000179717,0.355554226,0.361781201,DDPG,8,np.log,none,-0.169283381,0.049222764,0.372074645,10000,1,0.2
More Multiple Env and Tau ,1,b43b6dbc4ede412399f57f3350ce0624,0.224209713,0.000873932,0.000873932,1.46411E-05,0.001126506,0.002000438,ShockBuffer,8,np.log,linear,0.994627898,0.000801789,0.843652036,10000,1,0.2
More Multiple Env and Tau ,1,b684b1cf6c434c5a8a3c311214adf17a,0.975415752,0.018685406,-0.018685406,0.00414538,0.760056002,0.741370596,ShockBuffer,8,np.log,none,-6.311154153,0.262038346,0.587164281,10000,1,0.2
More Multiple Env and Tau ,1,b8b50bb8a1e54edd8238c927334a5dfd,0.98965303,0.004951506,-0.004951506,8.77729E-05,0.478546462,0.473594956,DDPG,8,np.log,none,8.127427832,0.455049694,0.975140869,10000,1,0.2
More Multiple Env and Tau ,1,bce60c2b8cf94fb1b030b625711a1a44,0.975316982,0.023802831,-0.023802831,0.003569148,0.964340387,0.940537555,ShockBuffer,8,np.log,none,-4.602727336,0.24102624,0.499938963,10000,1,0.2
More Multiple Env and Tau ,1,beb3a5f8079841f1a313d3ab4b369333,0.890611547,0.031510231,0.031510231,0.000920791,0.288058106,0.319568336,ShockBuffer,8,np.log,none,1.408802346,0.204884675,0.84336328,10000,1,0.2
More Multiple Env and Tau ,1,bfb580b9a5214bce8a2f7c092914634b,0.968876651,0.017763257,0.017763257,0.000104602,0.570737328,0.588500585,ShockBuffer,8,np.log,linear,0.045772242,0.201529756,0.594225727,10000,1,0.2
More Multiple Env and Tau ,1,c325c56427e44a918a5dfe2da73c2882,0.555026651,0.026146697,-0.026146697,1.9801E-05,0.058760141,0.032613445,DDPG,8,np.log,none,0.809664973,0.049917934,0.921694264,10000,1,0.2
More Multiple Env and Tau ,1,c60390a076504022be7611454335b7e3,0.918894329,0.037861377,-0.037861377,0.000252922,0.466815409,0.428954032,DDPG,8,np.log,linear,1.752704155,0.308612567,0.813081747,10000,1,0.2
More Multiple Env and Tau ,1,c7a546a624964b27b2c0e50c63b2fbd5,0.78416544,0.147401354,-0.147401354,1.36855E-05,0.682936755,0.535535401,DDPG,8,np.log,linear,-0.083642987,0.199604661,0.540623719,10000,1,0.2
More Multiple Env and Tau ,1,c857d7eaad674efcb914899c6352de66,0.992087772,0.004780419,0.004780419,8.52552E-06,0.604181077,0.608961496,DDPG,8,np.log,linear,1.713179322,0.43587175,0.849367818,10000,1,0.2
More Multiple Env and Tau ,1,c860f7a12b5041508e21a3de2990773d,0.925586963,0.042470298,0.042470298,0.002446551,0.570737328,0.613207626,ShockBuffer,8,np.log,none,0.045772242,0.201529756,0.594225727,10000,1,0.2
More Multiple Env and Tau ,1,c8e5ddda3c4a4b668fd3bae1e2208326,0.973012833,0.00700238,0.00700238,0.000146979,0.259470751,0.266473132,ShockBuffer,8,np.log,none,0.730979503,0.250281268,0.982132242,10000,1,0.2
More Multiple Env and Tau ,1,caa081a366d24e6aad7579c303eb7984,0.982508191,0.008165446,0.008165446,0.000554698,0.466815409,0.474980855,DDPG,8,np.log,none,1.752704155,0.308612567,0.813081747,10000,1,0.2
More Multiple Env and Tau ,1,cae65aef048448b6abb0e01dabfa77ef,0.916238231,0.015846668,-0.015846668,8.81372E-05,0.189187358,0.17334069,ShockBuffer,8,np.log,linear,-1.394038159,0.136743087,0.850171679,10000,1,0.2
More Multiple Env and Tau ,1,ce434a6a18864ef08d5f8e830bf07879,0.94895908,0.013327335,-0.013327335,0.000159943,0.261110795,0.24778346,DDPG,8,np.log,linear,0.662001896,0.149865987,0.757598535,10000,1,0.2
More Multiple Env and Tau ,1,ce8cde3739034afe9f07434def01c6b1,0.946144925,0.032538217,-0.032538217,0.000924857,0.604181077,0.57164286,ShockBuffer,8,np.log,none,1.713179322,0.43587175,0.849367818,10000,1,0.2
More Multiple Env and Tau ,1,cebd4acb809842cea16328bb0cc02ff5,0.976285299,0.014327973,-0.014327973,4.19969E-05,0.604181077,0.589853104,ShockBuffer,8,np.log,linear,1.713179322,0.43587175,0.849367818,10000,1,0.2
More Multiple Env and Tau ,1,d22603be2d65437981ff27eb80a64b62,0.918685607,0.021098707,0.021098707,7.7396E-05,0.259470751,0.280569458,ShockBuffer,8,np.log,linear,0.730979503,0.250281268,0.982132242,10000,1,0.2
More Multiple Env and Tau ,1,d6d58e77668f4a799dea6aa7891a6c87,0.897279553,0.045483034,-0.045483034,0.000267833,0.442784619,0.397301585,DDPG,8,np.log,none,1.523920743,0.219094262,0.703427332,10000,1,0.2
More Multiple Env and Tau ,1,de51f49296e1446f8cd7d002170e7029,0.91992211,0.022837502,-0.022837502,5.10646E-06,0.285191108,0.262353606,ShockBuffer,8,np.log,linear,-4.248118592,0.212195503,0.862581416,10000,1,0.2
More Multiple Env and Tau ,1,e2d4e31860644a3ebf0bb28e151a0673,0.667759848,0.007621535,-0.007621535,2.73821E-05,0.022939837,0.015318302,DDPG,8,np.log,none,0.947277488,0.014810912,0.803518248,10000,1,0.2
More Multiple Env and Tau ,1,e44b5f8396be4de39a9226e2868a9b6c,0.825883266,0.0368556,0.0368556,1.62041E-05,0.211671784,0.248527384,DDPG,8,np.log,linear,1.310646387,0.067699144,0.5655358,10000,1,0.2
More Multiple Env and Tau ,1,e6b1bf744e894f2ea03dcaa59cc912a0,0.913568187,0.018295176,0.018295176,0.002931595,0.211671784,0.22996696,ShockBuffer,8,np.log,none,1.310646387,0.067699144,0.5655358,10000,1,0.2
More Multiple Env and Tau ,1,f303f4ca006f418285af40d122a378ea,0.964087725,0.024525813,-0.024525813,0.002451101,0.682936755,0.658410942,ShockBuffer,8,np.log,none,-0.083642987,0.199604661,0.540623719,10000,1,0.2
More Multiple Env and Tau ,1,f306d92e5fac449486d00cda2b321dec,0.878957282,0.032206331,0.032206331,3.03355E-05,0.266074093,0.298280424,DDPG,8,np.log,linear,2.894373817,0.233960274,0.93771263,10000,1,0.2
More Multiple Env and Tau ,1,f37f4dada73a48fa9ebf085b5ad09435,0.979932781,0.009367687,0.009367687,2.02461E-05,0.466815409,0.476183096,ShockBuffer,8,np.log,linear,1.752704155,0.308612567,0.813081747,10000,1,0.2
More Multiple Env and Tau ,1,f3f907a29fce4ab69881efb343a73ef5,0.881218073,0.07858947,0.07858947,3.39232E-05,0.661628173,0.740217643,DDPG,8,np.log,linear,6.634392539,0.196603398,0.545115479,10000,1,0.2
More Multiple Env and Tau ,1,f4d8f95b47ec4dfd829bcc70659b1e7d,0.737195049,0.492945675,-0.492945675,0.002991701,1.875709239,1.382763565,DDPG,8,np.log,none,-2.786201818,0.412554043,0.468983609,10000,1,0.2
More Multiple Env and Tau ,1,f89bad725106421aaff4324e0c7f7c74,0.939967233,0.028024221,0.028024221,0.000557101,0.466815409,0.494839629,ShockBuffer,8,np.log,none,1.752704155,0.308612567,0.813081747,10000,1,0.2
More Multiple Env and Tau ,1,f8a5c46b88de445e8ea10b4ebb3bce7b,0.607619151,0.662527307,-0.662527307,0.000562579,1.688480231,1.025952924,DDPG,8,np.log,none,-1.274024246,0.436491422,0.508440183,10000,1,0.2
More Multiple Env and Tau ,1,fbb6fda0adda47cb84ab6883008cee61,0.675321877,0.115440679,-0.115440679,0.000603284,0.355554226,0.240113547,DDPG,8,np.log,linear,-0.169283381,0.049222764,0.372074645,10000,1,0.2
More Multiple Env and Tau ,1,fcc6b2f8a45b479cb8bcaa9bcf49c730,0.983449286,0.005568763,0.005568763,0.00061784,0.336466621,0.342035384,ShockBuffer,8,np.log,none,-0.239748549,0.140371361,0.645904427,10000,1,0.2
More Multiple Env and Tau ,1,fdfdc8797cd4499fafe62142e4fd8155,0.996821007,0.001830369,0.001830369,0.000436692,0.575770004,0.577600373,DDPG,8,np.log,linear,4.014634612,0.28475816,0.703256202,10000,1,0.2
More Multiple Env and Tau ,1,ffb7286fa761440283dfa52b3bccc537,0.927648485,0.07048722,-0.07048722,9.37893E-05,0.97423281,0.90374559,DDPG,8,np.log,linear,3.214763162,0.380878324,0.625261593,10000,1,0.2
Multiple Env and Tau ,10_,0b804cfb271744aabb72958861dc0852,0.739836002,0.257562358,-0.257562358,1.19167E-05,0.99,0.732437642,ShockBuffer,8,pow,linear,0.747474747,0.01,0.2,10000,1,0.2
Multiple Env and Tau ,10_,16c631b6fc5d4d6aabefbce418dbaba7,0.840453302,0.079773349,-0.079773349,0.000174281,0.5,0.420226651,DDPG,8,pow,none,-0.5625,0.5,0.8,10000,1,0.2
Multiple Env and Tau ,10_,27b755ab5a7045d59077157b7de131ce,0.944573285,0.041570036,-0.041570036,0.000123526,0.75,0.708429964,ShockBuffer,8,pow,linear,-0.916666667,0.23,0.4,10000,1,0.2
Multiple Env and Tau ,10_,2b367f5027dd44349af7c688b943056a,0.94430366,0.02784817,0.02784817,4.57238E-05,0.5,0.52784817,DDPG,8,pow,linear,-1,0.09,0.3,10000,1,0.2
